gse	truth	claude_pred	gpt4o_pred	claude_tp	claude_fp	claude_fn	claude_match	gpt4o_match	input_tokens	output_tokens	cache_read	error
GSE166196	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	32614	143	22723	
GSE76255	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0009917	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0009917	2	1	1	False	False	15089	267	22723	
GSE102316	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0009917,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0009917,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0009917,http://www.ebi.ac.uk/efo/EFO_0022397	2	0	1	False	False	22260	168	22723	
GSE4734	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	6	0	0	True	True	14630	588	22723	
GSE162655	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	11950	147	22723	
GSE31840	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	11511	125	22723	
GSE199730	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	15891	152	22723	
GSE239537	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	False	6219	128	22723	
GSE38672	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022467	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022467	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022467	2	1	1	False	False	1978	270	22723	
GSE181800	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	11912	105	22723	
GSE173384	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	6315	105	22723	
GSE129144	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	28203	105	22723	
GSE99265	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	4187	115	22723	
GSE92657	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	3016	106	22723	
GSE56709	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2297	107	22723	
GSE63316	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	9957	104	22723	
GSE55760	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	6428	134	22723	
GSE102239	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	6876	146	22723	
GSE48110	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	8251	138	22723	
GSE97713	http://www.ebi.ac.uk/efo/EFO_0000598	http://www.ebi.ac.uk/efo/EFO_0000598	http://www.ebi.ac.uk/efo/EFO_0000598	1	0	0	True	True	7131	118	22723	
GSE179698	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	4905	105	22723	
GSE58432	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	7994	103	22723	
GSE8409	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	18530	149	22723	
GSE56907	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022471	http://www.ebi.ac.uk/efo/EFO_0005180	1	1	0	False	True	2728	172	22723	
GSE181899	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	7877	153	22723	
GSE126851	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	1	1	0	False	False	36970	215	22723	
GSE41303	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0007728	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0007728	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0007728	2	0	0	True	True	12855	242	22723	
GSE228655	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	14673	186	22723	
GSE74063	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	5771	105	22723	
GSE28056	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	9714	145	22723	
GSE13064	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1626	132	22723	
GSE89984	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1639	135	22723	
GSE66312	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	1	0	0	True	True	2970	117	22723	
GSE235687	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2581	105	22723	
GSE9509	http://www.ebi.ac.uk/efo/EFO_0022397			0	0	1	False	False	2669	42	22723	
GSE21065	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	11242	143	22723	
GSE57098	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2410	157	22723	
GSE62194	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	22010	129	22723	
GSE45793	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	1	False	False	55545	155	22723	
GSE30661	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	3054	132	22723	
GSE86609	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	http://www.ebi.ac.uk/efo/EFO_0005181	0	1	1	False	False	5500	102	22723	
GSE233669	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329	2	0	0	True	True	33671	258	22723	
GSE60389	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0007732	http://www.ebi.ac.uk/efo/EFO_0007732	0	1	2	False	False	10347	107	22723	
GSE174076	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0007732	http://www.ebi.ac.uk/efo/EFO_0007732	0	1	1	False	False	24219	144	22723	
GSE43526	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0010946,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0010946,http://www.ebi.ac.uk/efo/EFO_0022397	0	2	1	False	False	6423	187	22723	
GSE165922	http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022419	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022419	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022419	2	0	1	False	False	12857	164	22723	
GSE13753	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	http://gemma.msl.ubc.ca/ont/TGEMO_00039	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	0	1	2	False	True	2172	138	22723	
GSE868	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	1960	108	22723	
GSE36674	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0022478	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0022478	1	2	0	False	False	14455	301	22723	
GSE4810	http://www.ebi.ac.uk/efo/EFO_0022397			0	0	1	False	False	2714	42	22723	
GSE27309	http://www.ebi.ac.uk/efo/EFO_0000597	http://www.ebi.ac.uk/efo/EFO_0000597	http://www.ebi.ac.uk/efo/EFO_0000597	1	0	0	True	True	4689	154	22723	
GSE59506	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	1	0	0	True	True	8828	146	22723	
GSE76587	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2146	105	22723	
GSE208014	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	9243	144	22723	
GSE110491	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000601	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	False	16909	165	22723	
GSE225764	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	16759	105	22723	
GSE162100	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	3453	107	22723	
GSE48191	http://www.ebi.ac.uk/efo/EFO_0000606			0	0	1	False	False	1907	42	22723	
GSE66442	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	2	0	0	True	True	18668	171	22723	
GSE140180	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	4128	106	22723	
GSE154506	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	14511	136	22723	
GSE21860	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	5700	154	22723	
GSE64811	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2521	105	22723	
GSE268171	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000601		0	1	2	False	False	12301	170	22723	
GSE33860	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	4611	105	22723	
GSE190984	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	10628	186	22723	
GSE377	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1160	161	22723	
GSE51678	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2033	110	22723	
GSE267339	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	8410	134	22723	
GSE19496	http://www.ebi.ac.uk/efo/EFO_0000604,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0005181	2	0	1	False	False	4823	159	22723	
GSE4675	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	17745	144	22723	
GSE77001	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0007732	http://www.ebi.ac.uk/efo/EFO_0020093	0	1	1	False	False	1938	148	22723	
GSE141066	http://www.ebi.ac.uk/efo/EFO_0022472	http://www.ebi.ac.uk/efo/EFO_0022472	http://www.ebi.ac.uk/efo/EFO_0022472	1	0	0	True	True	10469	133	22723	
GSE23101	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	3888	135	22723	
GSE7536	http://www.ebi.ac.uk/efo/EFO_0007735	http://www.ebi.ac.uk/efo/EFO_0007735	http://www.ebi.ac.uk/efo/EFO_0007735	1	0	0	True	True	159597	148	22723	
GSE70171	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	5521	165	22723	
GSE26766	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	10658	130	22723	
GSE220460	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2397	106	22723	
GSE21307	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	18498	128	22723	
GSE60847	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022412	1	0	0	True	False	25850	137	22723	
GSE195953	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0007732	http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	True	12031	204	22723	
GSE28621	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	4350	141	22723	
GSE224780	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	18672	105	22723	
GSE71628	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	12891	144	22723	
GSE8679	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2186	108	22723	
GSE84302	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2599	105	22723	
GSE197105	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	26009	105	22723	
GSE74456	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	3788	106	22723	
GSE63412	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	0	1	1	False	False	8974	130	22723	
GSE46942	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	5843	124	22723	
GSE19675	http://www.ebi.ac.uk/efo/EFO_0022397	http://gemma.msl.ubc.ca/ont/TGEMO_00039	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	False	5695	152	22723	
GSE36033	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	9212	169	22723	
GSE191038	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	12804	105	22723	
GSE43575	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0007726	1	0	0	True	False	11697	162	22723	
GSE270687	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	11389	152	22723	
GSE248692	http://www.ebi.ac.uk/efo/EFO_0022397			0	0	1	False	False	2424	42	22723	
GSE70800	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	7253	135	22723	
GSE38737	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022483	http://www.ebi.ac.uk/efo/EFO_0000606	1	2	0	False	True	4858	262	22723	
GSE136788	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	3381	105	22723	
GSE240751	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	9029	148	22723	
GSE52474	http://www.ebi.ac.uk/efo/EFO_0001329	http://www.ebi.ac.uk/efo/EFO_0001329	http://www.ebi.ac.uk/efo/EFO_0001329	1	0	0	True	True	39739	142	22723	
GSE43971	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0005180	2	0	0	True	True	23495	171	22723	
GSE119498	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	22698	107	22723	
GSE47110	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	7821	105	22723	
GSE132253	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	6287	105	22723	
GSE139428	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	16771	107	22723	
GSE183341	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	7367	105	22723	
GSE72811	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	22634	134	22723	
GSE195582	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	9546	124	22723	
GSE160263	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	11322	130	22723	
GSE104031	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0009917,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0009917,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181,http://www.ebi.ac.uk/efo/EFO_0009917	2	0	1	False	False	3058	168	22723	
GSE35386	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022483	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022483	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022483	2	0	0	True	True	12118	276	22723	
GSE41908	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	8609	105	22723	
GSE43927	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	10481	144	22723	
GSE69390	http://www.ebi.ac.uk/efo/EFO_0001336,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0001336,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0001336,http://www.ebi.ac.uk/efo/EFO_0022397	2	0	0	True	True	2993	195	22723	
GSE63299	http://www.ebi.ac.uk/efo/EFO_0001329	http://www.ebi.ac.uk/efo/EFO_0022468	http://www.ebi.ac.uk/efo/EFO_0001329	0	1	1	False	True	10290	103	22723	
GSE153138	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0007732	http://www.ebi.ac.uk/efo/EFO_0007732	0	1	1	False	False	4729	152	22723	
GSE154277	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000601	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	0	1	2	False	False	15557	117	22723	
GSE143206	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	17564	105	22723	
GSE34549	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	11637	172	22723	
GSE137052	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	12888	182	22723	
