shortName	n_strains	paper_accessible	gemma_uri	gemma_name	gpt_uri	gpt_name	basic_match
GSE4734	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	129S6,A/J,C57BL/6J,C3H/HeJ,DBA/2J,FVB/NJ	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	129S6,A/J,C57BL/6J,C3H/HeJ,DBA/2J,FVB/NJ	TRUE
GSE165344	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J			FALSE
GSE31906	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6			FALSE
GSE159086	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE262437	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE40616	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0007728	FVB/NJ	FALSE
GSE193099	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE120997	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE78888	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE13103	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE78203	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE66128	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J			FALSE
GSE62310	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0007732	C57BL/6N	FALSE
GSE28416	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE78183	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022474,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0007726,http://www.ebi.ac.uk/efo/EFO_0000602,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184	129S2/SvPas,A/J,AKR/J,BALB/c,C57BL/6J,DBA/2J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0007726,http://www.ebi.ac.uk/efo/EFO_0022474,http://www.ebi.ac.uk/efo/EFO_0000602	C57BL/6J,DBA/2J,A/J,AKR/J,129S2/SvPas,BALB/cJ	TRUE
GSE48609	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE49216	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0022467,http://www.ebi.ac.uk/efo/EFO_0000597	FVB/N,129 mouse strain	FALSE
GSE64771	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0007728,http://www.ebi.ac.uk/efo/EFO_0022397	FVB/NJ,C57BL/6	FALSE
GSE48579	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE26025	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE179081	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE154920	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE52338	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE221454	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000602,http://www.ebi.ac.uk/efo/EFO_0022397	BALB/c,C57BL/6	FALSE
GSE144911	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE28165	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE19312	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE90929	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE55385	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE243896	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022482	129S/SvEv			FALSE
GSE9509	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6			FALSE
GSE14290	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE117021	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE58437	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE46203	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	129/Sv,C57BL/6	http://www.ebi.ac.uk/efo/EFO_0000601	129xC57BL/6	FALSE
GSE34586	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE60460	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001332	C57BL/6J,129S1/SvImJ	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001332	C57BL/6J,129S1/SvImJ	TRUE
GSE205600	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0007732	C57BL/6N	FALSE
GSE68074	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0005184	DBA/2J	http://www.ebi.ac.uk/efo/EFO_0007729	Ts65Dn	FALSE
GSE177039	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE48962	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022463	C57BL/6,CBA	http://gemma.msl.ubc.ca/ont/TGEMO_00178	R6/2	FALSE
GSE163636	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0009917	ICR/HaJ	http://www.ebi.ac.uk/efo/EFO_0009917	ICR/HaJ	TRUE
GSE13302	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	TRUE
GSE8949	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022482	C57BL/6J,129S/SvEv	TRUE
GSE48566	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022484	MMTV-PyMT	http://www.ebi.ac.uk/efo/EFO_0007728,http://www.ebi.ac.uk/efo/EFO_0007727,http://www.ebi.ac.uk/efo/EFO_0022478	FVB/NJ,MOLF/EiJ,Diversity Outbred	FALSE
GSE4810	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6			FALSE
GSE112319	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
